47.447	-14.577	-4.422	1.821	3.347	1.439	4.854	0.000	0.465
4.750	-0.416	-0.631	1.615	2.571	1.223	2.806	0.000	0.204
18.775	-20.482	-4.014	2.336	4.421	2.149	-0.516	0.000	0.199
19.303	-20.361	-4.028	2.719	5.109	2.315	5.000	0.000	0.174
4.239	-0.861	-0.802	1.560	3.037	1.161	2.962	0.000	0.126
46.356	-14.619	-4.269	1.748	1.310	1.749	1.972	0.000	0.121
46.238	-14.146	-3.922	1.744	1.462	1.669	1.783	0.000	0.091
47.169	-14.670	-4.381	1.846	3.245	1.569	-0.249	0.000	0.089
18.542	-19.478	-3.861	2.253	3.895	1.786	0.036	0.000	0.075
46.711	-13.948	-4.209	1.701	1.679	1.683	-0.887	0.000	0.062
4.910	-0.027	-0.788	1.695	2.498	1.326	1.588	0.000	0.062
5.190	-0.055	-0.810	1.584	2.926	1.421	0.119	0.000	0.053
