28.391	-7.729	-3.271	2.701	4.712	1.618	2.920	0.000	0.389
45.807	-29.621	-4.940	1.933	3.647	1.563	4.444	0.000	0.237
23.751	-38.334	-2.971	1.606	4.008	1.359	-0.121	0.000	0.228
22.042	-29.372	-2.835	2.006	5.072	1.678	3.616	0.000	0.155
45.470	-29.633	-4.984	1.964	4.031	1.516	3.175	0.000	0.127
29.496	-7.249	-3.373	3.331	5.734	2.253	3.839	0.000	0.099
22.825	-28.063	-3.046	2.002	3.430	1.627	4.873	0.000	0.097
40.287	-30.001	-4.966	1.654	2.889	1.708	1.971	0.000	0.080
22.450	-28.426	-3.031	2.027	3.721	1.637	0.067	0.000	0.071
23.973	-37.716	-3.058	1.685	3.521	1.456	5.062	0.000	0.060
24.451	37.861	-2.234	3.180	5.658	3.129	-0.136	0.000	0.055
