18.359	32.617	-1.850	1.827	3.746	1.755	3.418	0.000	0.164
46.654	-6.002	-1.787	4.532	10.720	10.363	-0.150	0.000	0.154
46.182	-5.338	-1.585	5.991	7.291	6.799	2.009	0.000	0.103
46.600	-5.896	-1.972	2.774	8.288	8.020	3.044	0.000	0.070
8.789	11.624	-0.450	2.562	4.967	1.860	-0.567	0.000	0.064
47.395	-3.989	-1.386	3.802	10.715	6.449	3.214	0.000	0.063
12.802	18.925	-2.281	1.329	3.845	2.214	3.451	0.000	0.056
47.926	-5.446	-2.101	8.042	10.020	11.244	2.462	0.000	0.055
12.413	19.401	-2.423	1.363	3.579	2.099	3.487	0.000	0.055
47.038	-5.556	-1.952	3.986	9.441	9.608	1.044	0.000	0.054
46.760	-6.474	-1.309	2.174	6.592	6.834	2.664	0.000	0.053
