65.082	-12.181	-4.310	1.645	3.366	1.525	5.230	0.000	0.641
64.479	9.633	-4.869	1.852	3.438	1.584	4.615	0.000	0.216
63.556	-11.251	-4.519	2.038	1.111	1.831	1.737	0.000	0.207
63.107	9.659	-4.881	1.841	1.294	1.739	1.382	0.000	0.161
50.622	-30.799	-4.124	2.212	4.450	1.612	0.377	0.000	0.108
64.028	-11.689	-4.758	1.882	1.166	1.816	-1.327	0.000	0.107
51.520	-39.621	-4.820	1.727	2.966	2.275	2.817	0.000	0.067
63.868	9.843	-4.919	1.862	2.439	1.768	-0.437	0.000	0.067
38.236	-39.346	-4.955	1.914	4.261	1.961	4.684	0.000	0.058
63.727	-12.061	-4.712	1.862	1.269	1.717	-1.302	0.000	0.055
63.345	10.249	-4.790	1.868	1.724	1.615	1.849	0.000	0.052
