60.725	-33.241	-2.466	1.153	1.696	1.201	5.008	0.000	0.425
62.484	3.954	-3.012	1.119	0.622	0.706	1.115	0.000	0.261
62.528	4.194	-2.952	1.147	0.587	0.652	1.100	0.000	0.214
62.778	3.912	-3.090	1.090	0.690	0.754	1.386	0.000	0.213
62.636	3.708	-3.024	1.049	0.633	0.708	1.754	0.000	0.188
60.481	-33.114	-2.657	0.556	1.651	1.331	3.311	0.000	0.152
60.591	-32.773	-2.496	1.218	1.927	1.160	4.881	0.000	0.152
60.295	-33.071	-2.563	0.502	1.470	1.387	3.334	0.000	0.147
62.484	3.937	-3.230	0.346	1.473	1.010	0.098	0.000	0.138
62.048	3.986	-3.021	1.089	0.604	0.696	1.340	0.000	0.118
62.657	3.955	-3.265	0.333	1.497	1.009	0.099	0.000	0.117
60.101	-32.826	-2.788	0.524	1.651	1.303	3.258	0.000	0.112
62.839	4.220	-3.035	1.133	0.705	0.762	1.376	0.000	0.110
62.624	4.301	-3.185	0.396	1.533	1.043	0.078	0.000	0.104
62.128	3.686	-3.050	1.047	0.596	0.666	1.790	0.000	0.103
62.785	3.544	-3.164	1.074	0.638	0.723	1.586	0.000	0.102
61.886	4.196	-3.049	1.197	0.601	0.725	1.425	0.000	0.102
62.540	3.611	-3.380	0.313	1.552	0.982	0.091	0.000	0.097
63.254	-0.609	-2.866	1.101	1.033	0.851	4.480	0.000	0.095
62.296	3.927	-3.113	0.370	1.503	1.007	0.099	0.000	0.094
54.213	3.666	-3.202	1.047	0.678	0.729	1.589	0.000	0.091
63.632	-0.794	-3.164	1.153	1.104	0.995	4.796	0.000	0.090
62.443	16.229	-2.824	1.059	1.044	0.879	4.630	0.000	0.087
62.472	4.487	-3.023	1.124	0.629	0.726	0.786	0.000	0.084
62.187	16.443	-3.110	0.824	0.801	0.768	1.531	0.000	0.082
62.101	4.047	-3.179	0.284	1.422	0.926	0.063	0.000	0.082
62.761	4.236	-3.170	0.383	1.611	1.088	0.039	0.000	0.073
63.281	4.225	-3.253	1.029	0.835	0.889	1.272	0.000	0.072
63.257	4.542	-3.300	1.100	0.870	0.988	1.249	0.000	0.069
61.957	16.514	-3.218	0.958	0.810	0.846	1.503	0.000	0.069
60.252	-32.660	-2.848	0.458	1.518	1.303	3.245	0.000	0.069
5.350	7.119	-0.159	1.482	2.612	1.297	1.597	0.000	0.068
61.405	-10.388	-3.352	0.397	1.734	1.100	3.221	0.000	0.063
60.021	-32.414	-3.031	0.423	1.693	1.213	0.043	0.000	0.063
61.531	-14.683	-3.502	0.431	1.678	1.131	0.403	0.000	0.062
62.172	3.541	-3.453	0.325	1.523	0.931	3.099	0.000	0.060
62.390	3.464	-3.207	0.316	1.484	0.970	0.158	0.000	0.059
61.517	-14.290	-3.475	0.399	1.694	1.132	0.506	0.000	0.058
62.898	4.071	-3.457	0.384	1.550	1.058	0.154	0.000	0.057
61.270	-10.326	-3.413	0.412	1.870	1.094	-0.031	0.000	0.056
62.157	16.309	-3.232	0.428	1.507	1.102	-0.005	0.000	0.056
54.187	3.423	-3.331	0.330	1.458	0.977	3.206	0.000	0.054
61.302	-10.142	-3.202	0.803	0.971	0.838	1.487	0.000	0.054
54.344	3.509	-3.223	0.374	1.487	1.005	-0.067	0.000	0.054
54.679	3.585	-3.263	1.126	0.808	0.883	4.446	0.000	0.053
61.521	-15.274	-3.287	0.457	1.800	1.183	0.319	0.000	0.053
62.339	16.334	-3.292	0.458	1.556	1.152	-0.023	0.000	0.052
61.314	-9.846	-3.179	0.819	0.937	0.803	1.491	0.000	0.051
61.537	-10.444	-3.546	0.471	1.850	1.185	0.122	0.000	0.051
60.647	-33.463	-2.424	0.631	1.840	1.471	3.428	0.000	0.050
