23.180	-3.645	-2.160	1.903	3.949	1.542	4.638	0.000	0.970
23.210	-0.690	-1.849	1.882	3.369	1.674	4.763	0.000	0.966
36.322	-3.995	-2.241	2.071	4.400	2.048	4.777	0.000	0.808
37.631	-4.290	-2.371	2.942	6.914	3.057	4.885	0.000	0.250
25.789	-8.545	-1.385	3.699	10.482	3.023	5.351	0.000	0.130
22.381	-0.518	-1.764	1.640	1.710	1.669	-1.362	0.000	0.096
25.884	-7.110	-1.805	3.519	9.802	2.949	5.122	0.000	0.090
23.153	-0.704	-1.978	2.229	3.332	1.716	-0.155	0.000	0.057
36.781	-4.441	-2.303	2.821	6.170	2.331	-0.313	0.000	0.055
36.145	-4.058	-2.289	2.577	4.224	2.021	-0.143	0.000	0.053
64.140	-4.789	-2.323	1.229	0.954	0.928	1.455	0.000	0.052
