36.359	-16.618	-2.030	1.962	4.334	2.004	3.119	0.000	0.907
26.709	0.882	-2.054	1.745	3.178	1.241	1.407	0.000	0.704
44.414	8.365	-3.623	3.301	7.849	2.615	2.410	0.000	0.488
38.171	39.528	-4.626	1.903	3.276	1.909	4.548	0.000	0.134
14.335	7.408	-1.359	1.870	4.159	1.742	2.486	0.000	0.124
37.215	-16.234	-2.308	3.416	6.517	3.241	0.285	0.000	0.119
14.964	6.598	-1.437	1.646	3.954	1.607	2.740	0.000	0.096
14.501	-24.418	-0.693	2.109	2.350	1.183	-0.154	0.000	0.086
44.454	8.594	-3.675	4.031	6.953	2.831	1.489	0.000	0.059
51.467	37.510	-4.048	9.416	4.246	9.544	0.708	0.000	0.054
