55.059	-36.008	-2.988	0.460	1.604	1.206	3.568	0.000	0.252
55.363	-36.048	-3.123	0.455	1.598	1.223	3.644	0.000	0.243
55.261	-35.713	-3.084	0.395	1.511	1.163	3.416	0.000	0.230
54.958	-35.834	-3.271	0.415	1.603	1.135	3.396	0.000	0.203
55.594	-36.211	-2.957	1.083	1.014	0.963	1.853	0.000	0.193
55.244	-35.720	-2.872	0.886	1.187	0.988	4.761	0.000	0.191
55.549	-35.924	-2.881	0.994	1.047	0.985	5.177	0.000	0.175
55.401	-35.745	-3.232	0.438	1.511	1.256	3.412	0.000	0.168
55.624	-36.200	-3.209	0.505	1.618	1.211	3.597	0.000	0.147
54.902	-35.509	-3.483	0.399	1.561	1.098	3.265	0.000	0.136
55.060	-35.566	-3.129	0.633	1.235	0.977	1.461	0.000	0.134
54.648	-35.871	-3.272	0.469	1.493	1.187	3.013	0.000	0.132
55.571	-35.627	-3.400	0.460	1.590	1.279	3.358	0.000	0.119
54.443	-35.507	-3.778	0.415	1.580	1.124	-0.407	0.000	0.117
55.502	-36.584	-2.854	1.129	1.062	1.015	5.316	0.000	0.078
32.155	-19.983	-2.813	2.465	4.481	1.901	3.550	0.000	0.078
55.566	-35.914	-3.248	0.472	1.622	1.201	3.570	0.000	0.073
55.246	-35.324	-3.168	0.932	1.063	0.951	1.504	0.000	0.072
55.185	-34.763	-4.013	0.500	1.745	1.074	-0.314	0.000	0.064
34.686	23.844	-2.900	2.167	4.740	1.868	3.056	0.000	0.061
55.044	-35.023	-3.878	0.493	1.767	1.115	-0.128	0.000	0.059
54.709	-35.066	-4.197	0.511	1.876	1.151	-0.339	0.000	0.058
55.507	-35.433	-2.960	1.065	1.031	0.926	4.567	0.000	0.055
54.714	-35.314	-3.508	0.812	1.066	0.932	1.363	0.000	0.052
