31.710	-19.663	-3.086	2.426	4.499	1.792	3.531	0.000	0.433
55.021	-35.261	-2.861	0.871	1.160	0.974	1.689	0.000	0.255
54.968	-35.207	-2.996	0.464	1.524	1.172	3.481	0.000	0.236
54.526	-35.225	-2.962	0.929	1.131	0.950	1.796	0.000	0.181
54.788	-35.243	-2.973	0.402	1.513	1.163	3.474	0.000	0.180
33.802	24.042	-3.216	1.939	4.317	1.905	3.201	0.000	0.178
54.497	-35.330	-3.054	0.345	1.408	1.113	3.150	0.000	0.154
55.332	-35.454	-2.747	1.104	1.148	0.960	4.878	0.000	0.143
54.941	-34.940	-2.978	0.996	0.996	0.872	4.691	0.000	0.117
54.768	-34.993	-3.175	0.382	1.518	1.139	3.358	0.000	0.099
54.668	-34.886	-3.380	0.367	1.579	1.089	3.331	0.000	0.091
54.377	-34.985	-3.196	0.714	1.044	0.900	1.580	0.000	0.085
55.085	-35.322	-3.014	0.410	1.769	1.163	3.527	0.000	0.083
54.328	-35.094	-3.576	0.357	1.495	1.119	-0.243	0.000	0.083
54.303	-35.154	-3.072	0.431	1.440	1.190	3.399	0.000	0.075
54.787	-35.395	-2.979	0.911	1.061	0.968	4.764	0.000	0.067
34.554	23.874	-3.045	2.449	6.385	3.203	3.338	0.000	0.066
55.507	-35.096	-2.805	1.134	1.243	1.095	4.622	0.000	0.060
54.276	-34.681	-3.842	0.363	1.450	1.094	-0.283	0.000	0.058
55.253	-35.227	-2.824	0.567	1.841	1.267	3.387	0.000	0.053
54.447	-35.049	-3.095	0.407	1.541	1.220	0.255	0.000	0.050
