42.967	4.544	-2.523	1.768	2.563	1.320	4.842	0.000	0.625
54.823	7.511	-2.087	1.520	2.690	1.440	1.580	0.000	0.409
66.856	-3.781	-1.480	1.652	2.617	1.251	4.962	0.000	0.148
34.107	-2.998	-2.682	1.438	3.032	1.750	4.539	0.000	0.118
42.403	4.521	-2.420	1.742	1.277	1.681	-1.690	0.000	0.113
60.650	1.428	-3.049	1.183	0.718	0.722	1.225	0.000	0.092
61.168	1.271	-3.070	1.321	1.075	0.818	1.399	0.000	0.078
43.618	4.601	-2.618	2.292	3.233	1.417	4.333	0.000	0.067
42.663	3.988	-2.474	1.953	1.607	1.843	-1.689	0.000	0.065
60.634	1.087	-3.157	1.178	0.653	0.685	1.773	0.000	0.064
61.451	1.253	-3.171	1.315	2.081	1.012	4.798	0.000	0.062
4.781	-4.301	-1.006	2.468	6.163	2.541	4.807	0.000	0.062
60.864	1.617	-3.055	1.293	0.804	0.740	1.271	0.000	0.054
