21.025	15.697	-3.751	1.659	3.642	1.672	3.726	0.000	0.713
21.457	15.409	-3.859	1.683	3.574	1.837	4.189	0.000	0.125
65.494	23.803	-4.034	0.433	1.554	1.133	-0.108	0.000	0.076
65.245	23.828	-4.207	0.465	1.670	1.215	-0.466	0.000	0.074
8.852	0.574	-0.749	1.846	4.009	1.484	2.703	0.000	0.071
65.757	23.890	-4.316	0.549	1.509	1.240	3.265	0.000	0.059
65.203	24.135	-4.167	0.487	1.691	1.217	-0.487	0.000	0.059
38.854	25.104	-2.428	2.081	4.092	1.918	4.073	0.000	0.057
65.795	24.158	-4.020	0.727	1.493	1.000	5.046	0.000	0.053
65.651	23.675	-4.102	0.433	1.681	1.167	-0.297	0.000	0.051
